ko	pathway_id	pathway_name
K04562		
K21029	path:map04122;path:ko04122	Sulfur relay system;Sulfur relay system
K03797		
K01834	path:map00010;path:ko00010;path:map00260;path:ko00260;path:map00680;path:ko00680;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map01230;path:ko01230;path:map04922;path:ko04922;path:map05230;path:ko05230	Glycolysis / Gluconeogenesis;Glycolysis / Gluconeogenesis;Glycine, serine and threonine metabolism;Glycine, serine and threonine metabolism;Methane metabolism;Methane metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids;Glucagon signaling pathway;Glucagon signaling pathway;Central carbon metabolism in cancer;Central carbon metabolism in cancer
K03676		
K03071	path:map02024;path:ko02024;path:map03060;path:ko03060;path:map03070;path:ko03070	Quorum sensing;Quorum sensing;Protein export;Protein export;Bacterial secretion system;Bacterial secretion system
K00057	path:map00564;path:ko00564;path:map01110;path:ko01110	Glycerophospholipid metabolism;Glycerophospholipid metabolism;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K03802		
K01918	path:map00410;path:ko00410;path:map00770;path:ko00770;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01240;path:ko01240	beta-Alanine metabolism;beta-Alanine metabolism;Pantothenate and CoA biosynthesis;Pantothenate and CoA biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of cofactors
K00606	path:map00770;path:ko00770;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01240;path:ko01240	Pantothenate and CoA biosynthesis;Pantothenate and CoA biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of cofactors
K05896		
K00767	path:map00760;path:ko00760;path:map01100;path:ko01100;path:map01240;path:ko01240	Nicotinate and nicotinamide metabolism;Nicotinate and nicotinamide metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K03517	path:map00760;path:ko00760;path:map01100;path:ko01100;path:map01240;path:ko01240	Nicotinate and nicotinamide metabolism;Nicotinate and nicotinamide metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K00278	path:map00250;path:ko00250;path:map00760;path:ko00760;path:map01100;path:ko01100;path:map01240;path:ko01240	Alanine, aspartate and glutamate metabolism;Alanine, aspartate and glutamate metabolism;Nicotinate and nicotinamide metabolism;Nicotinate and nicotinamide metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K03321		
K03593		
K22515	path:map00630;path:ko00630;path:map00680;path:ko00680;path:map01100;path:ko01100;path:map01120;path:ko01120;path:map01200;path:ko01200	Glyoxylate and dicarboxylate metabolism;Glyoxylate and dicarboxylate metabolism;Methane metabolism;Methane metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism
K00123	path:map00630;path:ko00630;path:map00680;path:ko00680;path:map01100;path:ko01100;path:map01120;path:ko01120;path:map01200;path:ko01200	Glyoxylate and dicarboxylate metabolism;Glyoxylate and dicarboxylate metabolism;Methane metabolism;Methane metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism
K02379		
K05773	path:map02010;path:ko02010	ABC transporters;ABC transporters
K06857	path:map02010;path:ko02010	ABC transporters;ABC transporters
K05772	path:map02010;path:ko02010	ABC transporters;ABC transporters
K03752	path:map00790;path:ko00790;path:map01100;path:ko01100	Folate biosynthesis;Folate biosynthesis;Metabolic pathways;Metabolic pathways
K01713	path:map00400;path:ko00400;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230	Phenylalanine, tyrosine and tryptophan biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids
K06886		
K03518		
K03520		
K03519		
K07161		
K09386		
K03630		
K03774		
K01875	path:map00970;path:ko00970	Aminoacyl-tRNA biosynthesis;Aminoacyl-tRNA biosynthesis
K03333	path:map00984;path:ko00984;path:map01120;path:ko01120	Steroid degradation;Steroid degradation;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K01867	path:map00970;path:ko00970	Aminoacyl-tRNA biosynthesis;Aminoacyl-tRNA biosynthesis
K07053		
K16872		
K14347		
K09781		
K00059	path:map00061;path:ko00061;path:map00333;path:ko00333;path:map00780;path:ko00780;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01212;path:ko01212;path:map01240;path:ko01240	Fatty acid biosynthesis;Fatty acid biosynthesis;Prodigiosin biosynthesis;Prodigiosin biosynthesis;Biotin metabolism;Biotin metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Fatty acid metabolism;Fatty acid metabolism;Biosynthesis of cofactors;Biosynthesis of cofactors
K01182	path:map00052;path:ko00052;path:map00500;path:ko00500;path:map01100;path:ko01100	Galactose metabolism;Galactose metabolism;Starch and sucrose metabolism;Starch and sucrose metabolism;Metabolic pathways;Metabolic pathways
K03324		
K01870	path:map00970;path:ko00970	Aminoacyl-tRNA biosynthesis;Aminoacyl-tRNA biosynthesis
K03657	path:map03420;path:ko03420;path:map03430;path:ko03430	Nucleotide excision repair;Nucleotide excision repair;Mismatch repair;Mismatch repair
K18831		
K16306	path:map00010;path:ko00010;path:map00030;path:ko00030;path:map00051;path:ko00051;path:map00400;path:ko00400;path:map00680;path:ko00680;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map01230;path:ko01230	Glycolysis / Gluconeogenesis;Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Pentose phosphate pathway;Fructose and mannose metabolism;Fructose and mannose metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Methane metabolism;Methane metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids
K06133	path:map00770;path:ko00770;path:map01100;path:ko01100	Pantothenate and CoA biosynthesis;Pantothenate and CoA biosynthesis;Metabolic pathways;Metabolic pathways
K15327		
K07171		
K01734	path:map00640;path:ko00640;path:map01100;path:ko01100;path:map01120;path:ko01120	Propanoate metabolism;Propanoate metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K04771	path:map01503;path:ko01503;path:map02020;path:ko02020	Cationic antimicrobial peptide (CAMP) resistance;Cationic antimicrobial peptide (CAMP) resistance;Two-component system;Two-component system
K09181		
K09915		
K11175	path:map00230;path:ko00230;path:map00670;path:ko00670;path:map01100;path:ko01100;path:map01110;path:ko01110	Purine metabolism;Purine metabolism;One carbon pool by folate;One carbon pool by folate;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K00507	path:map01040;path:ko01040;path:map01100;path:ko01100;path:map01212;path:ko01212;path:map03320;path:ko03320;path:map04152;path:ko04152;path:map04212;path:ko04212;path:map04936;path:ko04936	Biosynthesis of unsaturated fatty acids;Biosynthesis of unsaturated fatty acids;Metabolic pathways;Metabolic pathways;Fatty acid metabolism;Fatty acid metabolism;PPAR signaling pathway;PPAR signaling pathway;AMPK signaling pathway;AMPK signaling pathway;Longevity regulating pathway - worm;Longevity regulating pathway - worm;Alcoholic liver disease;Alcoholic liver disease
K02913	path:map03010;path:ko03010	Ribosome;Ribosome
K02902	path:map03010;path:ko03010	Ribosome;Ribosome
K03466		
K03634		
K03442		
K07478		
K12339	path:map00270;path:ko00270;path:map01100;path:ko01100;path:map01230;path:ko01230	Cysteine and methionine metabolism;Cysteine and methionine metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of amino acids;Biosynthesis of amino acids
K04085	path:map04122;path:ko04122	Sulfur relay system;Sulfur relay system
K01873	path:map00970;path:ko00970	Aminoacyl-tRNA biosynthesis;Aminoacyl-tRNA biosynthesis
K03637	path:map00790;path:ko00790;path:map01100;path:ko01100;path:map01240;path:ko01240;path:map04122;path:ko04122	Folate biosynthesis;Folate biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors;Sulfur relay system;Sulfur relay system
K09861		
K06879	path:map00790;path:ko00790;path:map01100;path:ko01100	Folate biosynthesis;Folate biosynthesis;Metabolic pathways;Metabolic pathways
K02346		
K00101	path:map00620;path:ko00620;path:map01100;path:ko01100	Pyruvate metabolism;Pyruvate metabolism;Metabolic pathways;Metabolic pathways
K01246	path:map03410;path:ko03410	Base excision repair;Base excision repair
K07396		
K23779		
K01755	path:map00220;path:ko00220;path:map00250;path:ko00250;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230	Arginine biosynthesis;Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Alanine, aspartate and glutamate metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids
K08082	path:map02020;path:ko02020	Two-component system;Two-component system
K01595	path:map00620;path:ko00620;path:map00680;path:ko00680;path:map00710;path:ko00710;path:map00720;path:ko00720;path:map01100;path:ko01100;path:map01120;path:ko01120;path:map01200;path:ko01200	Pyruvate metabolism;Pyruvate metabolism;Methane metabolism;Methane metabolism;Carbon fixation in photosynthetic organisms;Carbon fixation in photosynthetic organisms;Carbon fixation pathways in prokaryotes;Carbon fixation pathways in prokaryotes;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism
K01719	path:map00860;path:ko00860;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01240;path:ko01240	Porphyrin metabolism;Porphyrin metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Biosynthesis of cofactors
K02496	path:map00860;path:ko00860;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01240;path:ko01240	Porphyrin metabolism;Porphyrin metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Biosynthesis of cofactors
K01091	path:map00630;path:ko00630;path:map01100;path:ko01100;path:map01110;path:ko01110	Glyoxylate and dicarboxylate metabolism;Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K04773		
K25422		
K07040		
K02911	path:map03010;path:ko03010	Ribosome;Ribosome
K03621	path:map00561;path:ko00561;path:map01100;path:ko01100;path:map01110;path:ko01110	Glycerolipid metabolism;Glycerolipid metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K00648	path:map00061;path:ko00061;path:map01100;path:ko01100;path:map01212;path:ko01212	Fatty acid biosynthesis;Fatty acid biosynthesis;Metabolic pathways;Metabolic pathways;Fatty acid metabolism;Fatty acid metabolism
K00645	path:map00061;path:ko00061;path:map00333;path:ko00333;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01212;path:ko01212	Fatty acid biosynthesis;Fatty acid biosynthesis;Prodigiosin biosynthesis;Prodigiosin biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Fatty acid metabolism;Fatty acid metabolism
K03598		
K03596	path:map05134;path:ko05134	Legionellosis;Legionellosis
K03100	path:map03060;path:ko03060	Protein export;Protein export
K03685	path:map03008;path:ko03008;path:map05205;path:ko05205	Ribosome biogenesis in eukaryotes;Ribosome biogenesis in eukaryotes;Proteoglycans in cancer;Proteoglycans in cancer
K03584	path:map03440;path:ko03440	Homologous recombination;Homologous recombination
K03474	path:map00750;path:ko00750;path:map01100;path:ko01100;path:map01240;path:ko01240	Vitamin B6 metabolism;Vitamin B6 metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K00997	path:map00770;path:ko00770;path:map01100;path:ko01100	Pantothenate and CoA biosynthesis;Pantothenate and CoA biosynthesis;Metabolic pathways;Metabolic pathways
K01207	path:map00520;path:ko00520;path:map00531;path:ko00531;path:map01100;path:ko01100;path:map01501;path:ko01501	Amino sugar and nucleotide sugar metabolism;Amino sugar and nucleotide sugar metabolism;Glycosaminoglycan degradation;Glycosaminoglycan degradation;Metabolic pathways;Metabolic pathways;beta-Lactam resistance;beta-Lactam resistance
K03113		
K09954		
K06181		
K07043	path:map00240;path:ko00240;path:map01100;path:ko01100;path:map01232;path:ko01232	Pyrimidine metabolism;Pyrimidine metabolism;Metabolic pathways;Metabolic pathways;Nucleotide metabolism;Nucleotide metabolism
K04567	path:map00970;path:ko00970	Aminoacyl-tRNA biosynthesis;Aminoacyl-tRNA biosynthesis
K02221		
K01963	path:map00061;path:ko00061;path:map00620;path:ko00620;path:map00640;path:ko00640;path:map00720;path:ko00720;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map01212;path:ko01212	Fatty acid biosynthesis;Fatty acid biosynthesis;Pyruvate metabolism;Pyruvate metabolism;Propanoate metabolism;Propanoate metabolism;Carbon fixation pathways in prokaryotes;Carbon fixation pathways in prokaryotes;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;Fatty acid metabolism;Fatty acid metabolism
K01695	path:map00260;path:ko00260;path:map00400;path:ko00400;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230	Glycine, serine and threonine metabolism;Glycine, serine and threonine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids
K01696	path:map00260;path:ko00260;path:map00400;path:ko00400;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230	Glycine, serine and threonine metabolism;Glycine, serine and threonine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids
K01817	path:map00400;path:ko00400;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230	Phenylalanine, tyrosine and tryptophan biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids
K06173		
K00133	path:map00260;path:ko00260;path:map00261;path:ko00261;path:map00270;path:ko00270;path:map00300;path:ko00300;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01210;path:ko01210;path:map01230;path:ko01230	Glycine, serine and threonine metabolism;Glycine, serine and threonine metabolism;Monobactam biosynthesis;Monobactam biosynthesis;Cysteine and methionine metabolism;Cysteine and methionine metabolism;Lysine biosynthesis;Lysine biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;2-Oxocarboxylic acid metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids
K00052	path:map00290;path:ko00290;path:map00660;path:ko00660;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01210;path:ko01210;path:map01230;path:ko01230	Valine, leucine and isoleucine biosynthesis;Valine, leucine and isoleucine biosynthesis;C5-Branched dibasic acid metabolism;C5-Branched dibasic acid metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids
K01704	path:map00290;path:ko00290;path:map00660;path:ko00660;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01210;path:ko01210;path:map01230;path:ko01230	Valine, leucine and isoleucine biosynthesis;Valine, leucine and isoleucine biosynthesis;C5-Branched dibasic acid metabolism;C5-Branched dibasic acid metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids
K01703	path:map00290;path:ko00290;path:map00660;path:ko00660;path:map00966;path:ko00966;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01210;path:ko01210;path:map01230;path:ko01230	Valine, leucine and isoleucine biosynthesis;Valine, leucine and isoleucine biosynthesis;C5-Branched dibasic acid metabolism;C5-Branched dibasic acid metabolism;Glucosinolate biosynthesis;Glucosinolate biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids
K01647	path:map00020;path:ko00020;path:map00630;path:ko00630;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map01210;path:ko01210;path:map01230;path:ko01230	Citrate cycle (TCA cycle);Citrate cycle (TCA cycle);Glyoxylate and dicarboxylate metabolism;Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;2-Oxocarboxylic acid metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids
K09159		
K00240	path:map00020;path:ko00020;path:map00190;path:ko00190;path:map00650;path:ko00650;path:map00720;path:ko00720;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200	Citrate cycle (TCA cycle);Citrate cycle (TCA cycle);Oxidative phosphorylation;Oxidative phosphorylation;Butanoate metabolism;Butanoate metabolism;Carbon fixation pathways in prokaryotes;Carbon fixation pathways in prokaryotes;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism
K00239	path:map00020;path:ko00020;path:map00190;path:ko00190;path:map00650;path:ko00650;path:map00720;path:ko00720;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map05134;path:ko05134	Citrate cycle (TCA cycle);Citrate cycle (TCA cycle);Oxidative phosphorylation;Oxidative phosphorylation;Butanoate metabolism;Butanoate metabolism;Carbon fixation pathways in prokaryotes;Carbon fixation pathways in prokaryotes;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;Legionellosis;Legionellosis
K00242	path:map00020;path:ko00020;path:map00190;path:ko00190;path:map00650;path:ko00650;path:map00720;path:ko00720;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200	Citrate cycle (TCA cycle);Citrate cycle (TCA cycle);Oxidative phosphorylation;Oxidative phosphorylation;Butanoate metabolism;Butanoate metabolism;Carbon fixation pathways in prokaryotes;Carbon fixation pathways in prokaryotes;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism
K00241	path:map00020;path:ko00020;path:map00190;path:ko00190;path:map00650;path:ko00650;path:map00720;path:ko00720;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200	Citrate cycle (TCA cycle);Citrate cycle (TCA cycle);Oxidative phosphorylation;Oxidative phosphorylation;Butanoate metabolism;Butanoate metabolism;Carbon fixation pathways in prokaryotes;Carbon fixation pathways in prokaryotes;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism
K03710		
K00024	path:map00020;path:ko00020;path:map00270;path:ko00270;path:map00620;path:ko00620;path:map00630;path:ko00630;path:map00680;path:ko00680;path:map00710;path:ko00710;path:map00720;path:ko00720;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200	Citrate cycle (TCA cycle);Citrate cycle (TCA cycle);Cysteine and methionine metabolism;Cysteine and methionine metabolism;Pyruvate metabolism;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Glyoxylate and dicarboxylate metabolism;Methane metabolism;Methane metabolism;Carbon fixation in photosynthetic organisms;Carbon fixation in photosynthetic organisms;Carbon fixation pathways in prokaryotes;Carbon fixation pathways in prokaryotes;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism
K01682	path:map00020;path:ko00020;path:map00630;path:ko00630;path:map00640;path:ko00640;path:map00720;path:ko00720;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map01210;path:ko01210;path:map01230;path:ko01230	Citrate cycle (TCA cycle);Citrate cycle (TCA cycle);Glyoxylate and dicarboxylate metabolism;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Propanoate metabolism;Carbon fixation pathways in prokaryotes;Carbon fixation pathways in prokaryotes;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;2-Oxocarboxylic acid metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids
K07220		
K03306		
K02959	path:map03010;path:ko03010	Ribosome;Ribosome
K02860		
K00554		
K02884	path:map03010;path:ko03010	Ribosome;Ribosome
K01724	path:map00790;path:ko00790;path:map01100;path:ko01100	Folate biosynthesis;Folate biosynthesis;Metabolic pathways;Metabolic pathways
K13288	path:map03008;path:ko03008	Ribosome biogenesis in eukaryotes;Ribosome biogenesis in eukaryotes
K00364	path:map00230;path:ko00230;path:map01100;path:ko01100;path:map01232;path:ko01232	Purine metabolism;Purine metabolism;Metabolic pathways;Metabolic pathways;Nucleotide metabolism;Nucleotide metabolism
K07093		
K02335	path:map03030;path:ko03030;path:map03410;path:ko03410;path:map03420;path:ko03420;path:map03440;path:ko03440	DNA replication;DNA replication;Base excision repair;Base excision repair;Nucleotide excision repair;Nucleotide excision repair;Homologous recombination;Homologous recombination
K16267		
K23777		
K23541		
K03602	path:map03430;path:ko03430	Mismatch repair;Mismatch repair
K01662	path:map00730;path:ko00730;path:map00900;path:ko00900;path:map01100;path:ko01100;path:map01110;path:ko01110	Thiamine metabolism;Thiamine metabolism;Terpenoid backbone biosynthesis;Terpenoid backbone biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K06199		
K02237		
K03274	path:map00540;path:ko00540;path:map01100;path:ko01100;path:map01250;path:ko01250	Lipopolysaccharide biosynthesis;Lipopolysaccharide biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of nucleotide sugars;Biosynthesis of nucleotide sugars
K21344	path:map00540;path:ko00540;path:map01100;path:ko01100;path:map01250;path:ko01250	Lipopolysaccharide biosynthesis;Lipopolysaccharide biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of nucleotide sugars;Biosynthesis of nucleotide sugars
K19804		
K08992		
K02945	path:map03010;path:ko03010	Ribosome;Ribosome
K00800	path:map00400;path:ko00400;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230	Phenylalanine, tyrosine and tryptophan biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids
K04517	path:map00400;path:ko00400;path:map00401;path:ko00401;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230	Phenylalanine, tyrosine and tryptophan biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Novobiocin biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids
K14170	path:map00400;path:ko00400;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230	Phenylalanine, tyrosine and tryptophan biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids
K00831	path:map00260;path:ko00260;path:map00270;path:ko00270;path:map00680;path:ko00680;path:map00750;path:ko00750;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map01230;path:ko01230;path:map01240;path:ko01240	Glycine, serine and threonine metabolism;Glycine, serine and threonine metabolism;Cysteine and methionine metabolism;Cysteine and methionine metabolism;Methane metabolism;Methane metabolism;Vitamin B6 metabolism;Vitamin B6 metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids;Biosynthesis of cofactors;Biosynthesis of cofactors
K03286		
K00568	path:map00130;path:ko00130;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01240;path:ko01240	Ubiquinone and other terpenoid-quinone biosynthesis;Ubiquinone and other terpenoid-quinone biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of cofactors
K22292	path:map00520;path:ko00520;path:map01100;path:ko01100;path:map01250;path:ko01250	Amino sugar and nucleotide sugar metabolism;Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of nucleotide sugars;Biosynthesis of nucleotide sugars
K15034		
